"HolderAddress","Balance","PendingBalanceUpdate"
"0x2e1440d9fb2930ea27b469ab699e1a973eecd562","7.724937","No"
"0x657dc5ef1d093dd58fc59b1d8fe6c7be5ef72614","999.998971","No"
"0x6a31db8c2b9ae5721b92c2e21f3b553ef3d9827d","4999.994695","No"
"0xb91efe41e38d2d6441c45bbf7a5704b9a1beb905","499.962358","No"
"0xbc6e474a02d7ffd4c688a66e5bd7ee78e89a42cd","1476.782695","No"
"0xc844e99d381ebfe503d2da433997e1b7d3c52cc8","209.019276","No"
"0xfc1ca508a0e36e362cdbf17780ea8db796fc0740","1000.000974","No"
