0x00408463a1cd694913eca7841085980229fb0381,2661.343084,,
0x023826f4d1d5d6fbfe9fc4b333170d6fcf48d29b,240.5924326,,
0x03c2dc60f837f05dc39c2a4adc147e5d9cd5ce84,48.91938515,,
0x0608576ea47b265f1f16b8b8383d0508f703a0cb,468.8650438,,
0x072155dbef6fca96e8a66c07228d1fb974997901,873.766906,,
0x082acffb521180d9244246c9f16438f8215b7917,6290.21623,,
0x0be833cf3c2b9d692c7859f06da9ef0e151b8a33,893.8152726,,
0x0fdfd8dd8f32390de94fd8500b662de69cd9ae73,146.2276379,,
0x1065c42eb80fbca15df48cab5a24836e7c70e8a3,564.8863095,,
0x11755914c6fc0fc0c113dfd0d091da5a4d40d33c,240.5118201,,
0x1234d398c9e4d35d0f708e4b35c4a70034d72be1,968.3663334,,
0x19fda1eef0e06c1ff54429e1265981d3dfc0c4d6,6181.148744,,
0x1a0ec46115ce84225b66f572e77ae4d46d10361b,3839.132489,,
0x1dc6c207385be418640038f8b9ecff37f35b5dde,409.7692348,,
0x2182a2b096d5fd23260bd1702d6486eb65757c4c,4320.85053,,
0x2363e806242c0fb270e417285195100599257bb4,430.9260479,,
0x23e891941f2cc4dcac0cf407069b9aee8113f558,6816.428452,,
0x263a13fbe5416661d8ff67c5d98624d1553900ae,2215.152403,,
0x26ebd9538e6e1c9af3d89588b63ebea1dccbfe3d,624.5915063,,
0x282d126c051a739f14d15cbfd705f4e6d7c0cc57,359.4631458,,
0x2848b9f2d4faebaa4838c41071684c70688b455d,22189.01987,,
0x288a2395f027f65684d836754ba43afa20ca09e6,263.2379976,,
0x299b189f47838ee8ebb630c3024bb1cd9f109ee8,1091.389324,,
0x2a3fbec97522f82a2b817d6c5bb5d4fe1619b8bd,421.7595228,,
0x2c2bec2e00aa3ba109779d55410dcb4e6049b4c9,10179.07567,,
0x2c969fa482eacb1ff01273f6ef4838b411a8a1bf,4353.077162,,
0x2de5a830552e346ef32b2a6ca016c1ae9cee913d,422.7389347,,
0x2f411c0dec0456411e9f9a41a49aa62d9a6122eb,845.2504652,,
0x32bbd8868c19a8e3c3adcd35f123aa08db051800,1250.878772,,
0x32dddd527c295cff53a368f30f5ea33f9f1d172b,2189.847682,,
0x36ebbc8ac514cd8d2061632b89f2e445a3f55f08,651.9256119,,
0x3819dc4c5cf279292c3f88eb1910979abbe9ea71,5985.429974,,
0x3837e2c3ba88d3706fab9337b4337a8d0baeb06c,1951.898754,,
0x3906b3ab3add00af4c885900c3a3b70a2b447e4c,6322.9983,,
0x3b737ba85aa1a022651a0e596a3e18f856442d7e,6357.348002,,
0x3f8dcc43a53b9eeb9996c0c5ec7791a0689f1bbe,593.5560696,,
0x3f90eda8b7100943e2793f3baaa4931df90b907e,860.5702169,,
0x410ef4df49583daeec7a3cb09f85c2a9ee658afd,11924.1578,,
0x418eced7262261c57c78de9396b86a580c556fe4,402.8410204,,
0x41cfb96bdf9d9074949447585a4387453a659436,4931.575112,,
0x4332b546635ef22f71bd354c1efd238c2602dd8d,42.39210624,,
0x43b55f2eb78670ff2b052b9196cf7c6d6092f0e0,2201.84141,,
0x44d6c9d5bce0831ec038d874dfb62464f40861b0,211.3175714,,
0x44e8f340f2d6fcb7ad17adebe5a1758bb16fb4fa,427.2256348,,
0x454ce2acc6fe8e3712d90a9334f3d53ef1471798,2186.21969,,
0x46ef376984edc12bdb7183022230b3e4f0964ab2,292.0606761,,
0x478c1fe57db6f61990bfc915eaeee283971379ed,866.7544959,,
0x48b9b74eb6172315e8bc2403596de9b2659267f9,1625.497066,,
0x4be9481971e37bb88468188670926fab13c55db2,94.6027297,,
0x4c201a7839cc7d0abe1b9de2c6407e36fa723601,14280.41301,,
0x4cf477237861057c6450f55527149a8dabf09670,125.1155055,,
0x4e0a9b846175f56c9226e55edfb495ad7047495c,1037.714496,,
0x5033cd1ca297aeb579e54fc0bc2284dc35b7d8a5,103.9899022,,
0x5066fbe092caee0d19ddd0b3302ea4e925726f80,4284.22195,,
0x50f552a47d2bffcde7b491893ce6eafc65d8f04a,2160.770124,,
0x5301993257f7085668d01297d3bf84d64e4ecc64,424.5417688,,
0x558edfef58a5037aa287b8f4ffb0a6690cdcbf5d,1481.40036,,
