"HolderAddress","Balance","PendingBalanceUpdate"
"0x0c50a490b070e1af52e258a4253d208bc9aeb76d","832.644976","No"
"0x3f8dcc43a53b9eeb9996c0c5ec7791a0689f1bbe","301.520547","No"
"0xc76318efb58665e4bf32c5c480181d7528edc342","46.99504","No"
"0xd3537fad2ecc9c4dee9235dbca08e6dce3cc4f36","866.630425","No"
"0xe8e61db7918bd88e5ff764ad5393e87d7aaef9ad","4999.973505","No"
"0xfc1ca508a0e36e362cdbf17780ea8db796fc0740","999.998577","No"
